Id,Time,Move,Station_Distance,Station_Angle,Astronaut_Angle
69,2022-03-09 10:37:06.038967,0,747.0,1.315276373948862,3.575887731315644
70,2022-03-09 10:37:08.685968,0,701.0,1.4526322908871485,3.5110862599974633
71,2022-03-09 10:37:11.454968,0,718.0,2.749622249799639,3.654794816073454
72,2022-03-09 10:37:14.228966,0,581.0,1.0494464768679403,3.5862913225941218
73,2022-03-09 10:37:16.846546,1,2.0,1.5707963267948966,2.8227711956491213
74,2022-03-09 10:37:19.336542,0,,1.5707963267948966,4.359512357140185
75,2022-03-09 10:37:22.132542,0,232.0,2.751156696289069,6.0270476703923075
76,2022-03-09 10:37:24.835544,2,294.0,2.39284283688448,0.232879888638168
77,2022-03-09 10:37:27.532541,0,349.0,2.514429190448187,5.220852771571678
78,2022-03-09 10:37:30.247543,0,376.0,2.287430332731674,5.8268382164071495
79,2022-03-09 10:37:32.914540,2,104.0,2.4813024336472633,0.26651697332823865
80,2022-03-09 10:37:35.679547,0,122.0,3.15114215865791,5.406563022450808
81,2022-03-09 10:37:38.383542,0,195.0,2.1980167182238652,6.215835670590382
82,2022-03-09 10:37:41.112543,0,297.0,2.614615472784788,5.443791618161049
83,2022-03-09 10:37:43.814542,0,127.0,3.962328083609484,5.398816264140011
84,2022-03-09 10:37:46.488543,0,146.0,4.100346702435829,5.384904775899961
85,2022-03-09 10:37:49.180542,0,131.0,2.082168440834552,5.346154050727962
86,2022-03-09 10:37:51.921541,0,343.0,2.0687337346666386,5.033536770312157
87,2022-03-09 10:37:54.606546,0,254.0,2.30387956103241,5.17599394754866
88,2022-03-09 10:37:57.322544,0,376.0,2.4385008218776143,4.929049810894558
89,2022-03-09 10:38:00.039541,0,202.0,2.702767531365584,5.283904304996539
90,2022-03-09 10:38:02.988541,0,207.0,2.0318781410620073,5.043359459581396
91,2022-03-09 10:38:05.800265,0,,2.0318781410620073,3.7286563945496276
92,2022-03-09 10:38:08.329620,0,138.0,3.4363227587991703,5.500585263510802
93,2022-03-09 10:38:10.796551,0,116.0,4.128985220246335,5.110326097198137
94,2022-03-09 10:38:13.311640,0,317.0,3.511795143649718,4.905349310186555
95,2022-03-09 10:38:15.780977,0,238.0,3.3558047537886924,4.926447341335611
96,2022-03-09 10:38:18.263658,0,204.0,2.6809042643596044,4.476458831532096
97,2022-03-09 10:38:20.763033,0,162.0,2.4233419518995234,4.582882033254366
98,2022-03-09 10:38:23.231994,0,233.0,2.2177253406532635,4.557817422105071
99,2022-03-09 10:38:25.769286,0,202.0,3.6665348265812416,5.58662224627669
100,2022-03-09 10:38:28.316385,1,,3.6665348265812416,3.6209633119534264
101,2022-03-09 10:38:30.782457,1,,3.6665348265812416,3.6242159003939682
102,2022-03-09 10:38:33.214885,1,,3.6665348265812416,3.6104545298333246
103,2022-03-09 10:38:35.644424,2,,3.6665348265812416,3.62019695912944
104,2022-03-09 10:38:38.285862,2,,3.6665348265812416,3.655542786202854
105,2022-03-09 10:38:41.202374,1,,3.6665348265812416,3.6012318699579997
106,2022-03-09 10:38:44.145797,2,,3.6665348265812416,3.608228615975996
107,2022-03-09 10:38:46.614370,1,,3.6665348265812416,3.6155384814043803
108,2022-03-09 10:38:49.077379,1,49.0,3.609299780209407,5.208413552452717
109,2022-03-09 10:38:51.648138,1,14.0,2.5789786391733927,4.724207412605982
110,2022-03-09 10:38:54.146147,1,216.0,2.6071260545254464,4.332625514722833
111,2022-03-09 10:38:56.696857,1,192.0,2.941362312808579,4.459579530149146
112,2022-03-09 10:38:59.167680,1,190.0,3.266095752400875,4.2831655675363205
113,2022-03-09 10:39:01.883320,1,59.0,2.398311364514477,5.303280788238782
114,2022-03-09 10:39:04.419198,1,118.0,0.9585192813388126,5.427103498248116
115,2022-03-09 10:39:06.877231,0,624.0,3.5686843068849137,0.8471936214985032
116,2022-03-09 10:39:09.362131,0,647.0,4.207989929543295,0.2761850967336228
117,2022-03-09 10:39:11.889217,0,,4.207989929543295,2.001831207366294
118,2022-03-09 10:39:14.479221,0,,4.207989929543295,2.0200688355987815
119,2022-03-09 10:39:17.053221,0,,4.207989929543295,2.0055778523602275
120,2022-03-09 10:39:19.621220,0,,4.207989929543295,2.0032030912132974
121,2022-03-09 10:39:22.284219,2,246.0,3.8193394402648027,2.731879566778513
122,2022-03-09 10:39:25.083221,1,296.0,2.5061520837854196,3.4074091781658606
123,2022-03-09 10:39:27.808221,1,372.0,3.6807881642635394,5.574413753040411
124,2022-03-09 10:39:30.428222,0,447.0,3.693278974584207,0.456113715665337
125,2022-03-09 10:39:33.142226,0,529.0,2.6906955780220336,1.7622026842028156
126,2022-03-09 10:39:35.819220,2,835.0,2.256567951830448,2.524663498506259
127,2022-03-09 10:39:38.362221,2,,2.256567951830448,2.89584610064073
128,2022-03-09 10:39:40.972228,1,153.0,2.104504518434158,3.256591474493559
129,2022-03-09 10:39:43.588223,2,509.0,2.1536289083791367,2.8616886126347296
130,2022-03-09 10:39:46.221227,2,143.0,2.029763782759609,3.0209911181259024
131,2022-03-09 10:39:48.873224,1,371.0,2.0846876724923753,3.3658209556346077
132,2022-03-09 10:39:51.431223,1,,2.0846876724923753,3.4724603721911067
133,2022-03-09 10:39:54.159449,2,547.0,1.958935711832364,3.2390881709162396
134,2022-03-09 10:39:56.872980,1,644.0,1.8869036925475413,3.9165824687708346
135,2022-03-09 10:39:59.562983,1,686.0,2.0140760052196853,3.255362778820928
136,2022-03-09 10:40:02.281980,2,646.0,2.2153488298448387,3.007715012804601
137,2022-03-09 10:40:04.959981,2,562.0,2.1361972977049266,3.091376972679303
138,2022-03-09 10:40:08.072983,2,704.0,2.049736176460673,2.8173698121588675
139,2022-03-09 10:40:10.746982,2,696.0,1.7742715235151483,2.99532454260617
140,2022-03-09 10:40:13.517989,1,679.0,2.0548627049943278,3.517243657306573
141,2022-03-09 10:40:16.249981,2,425.0,5.383577974780206,2.8278480128302306
142,2022-03-09 10:40:18.964981,2,666.0,1.8017580670930595,3.003315161841517
143,2022-03-09 10:40:21.690988,2,584.0,1.586192885950858,2.9516917769465714
144,2022-03-09 10:40:24.419979,2,534.0,1.513688854234636,2.767061159996967
145,2022-03-09 10:40:27.226983,2,523.0,1.4568687301086847,2.8910631810238687
146,2022-03-09 10:40:30.040984,2,659.0,1.4320809008930961,2.8281049479969624
147,2022-03-09 10:40:32.766982,2,613.0,1.2709494852866836,2.653158918814654
148,2022-03-09 10:40:35.529980,2,613.0,1.698728581290097,3.032476659948804
149,2022-03-09 10:40:38.404981,1,629.0,2.0722656494374405,3.228716268094969
150,2022-03-09 10:40:41.099982,1,547.0,1.7192419069794163,3.3479355262087984
151,2022-03-09 10:40:43.844982,2,531.0,1.6448118138640275,2.5840224367795646
152,2022-03-09 10:40:46.549980,2,468.0,1.783603177760483,2.966074586334587
153,2022-03-09 10:40:49.279983,1,517.0,1.647401573001689,3.314974434795324
154,2022-03-09 10:40:51.985983,1,438.0,1.7214322350920828,3.3697848447691583
155,2022-03-09 10:40:54.565982,0,,1.7214322350920828,2.466198245535974
156,2022-03-09 10:40:57.327982,2,130.0,2.3047494081755246,3.2671526145043495
157,2022-03-09 10:40:59.911981,1,,2.3047494081755246,3.4677359574996833
158,2022-03-09 10:41:02.540986,2,768.0,2.0780843327957292,2.8552124476944556
159,2022-03-09 10:41:05.220982,2,459.0,2.02666577471979,2.871708058423126
160,2022-03-09 10:41:07.786987,2,,2.02666577471979,3.1314923309181744
161,2022-03-09 10:41:10.322979,2,,2.02666577471979,3.3063196980723286
162,2022-03-09 10:41:12.893982,1,,2.02666577471979,3.4479984516333992
163,2022-03-09 10:41:15.441981,2,,2.02666577471979,2.786922025555569
164,2022-03-09 10:41:18.068989,2,594.0,4.1505815964387685,2.975426537462864
165,2022-03-09 10:41:20.722982,1,513.0,4.144720856110214,3.4463288471107045
166,2022-03-09 10:41:23.342980,1,375.0,3.8596241689359063,3.7043195253037977
167,2022-03-09 10:41:25.981981,2,442.0,3.9125170919520955,3.3162372228759582
168,2022-03-09 10:41:28.699982,2,423.0,3.9386764286270086,3.1539225987220694
169,2022-03-09 10:41:31.455982,2,426.0,3.941843076234993,3.263996457370858
170,2022-03-09 10:41:34.449524,1,175.0,3.3278302265318347,3.5411474646902206
171,2022-03-09 10:41:37.613528,2,238.0,2.4072882959714352,3.2124994262249094
172,2022-03-09 10:41:40.841528,1,201.0,2.932952848763229,3.397247853936332
173,2022-03-09 10:41:45.773416,1,308.0,3.883701489549165,3.436449261320961
174,2022-03-09 10:41:49.058244,2,287.0,3.9495029587839054,3.3189796157943614
175,2022-03-09 10:41:52.665363,1,277.0,3.5258398005697584,3.3716862748725664
176,2022-03-09 10:41:56.031267,0,331.0,3.709734402747338,2.4647219698053107
177,2022-03-09 10:41:59.338350,2,273.0,3.9520434526225374,3.06501490609552
178,2022-03-09 10:42:02.750888,2,425.0,4.24780346132313,3.1036414910496255
179,2022-03-09 10:42:06.024422,1,342.0,3.9580393031848122,3.385194616479705
180,2022-03-09 10:42:09.395423,2,268.0,3.7987377368449984,2.8591130016421893
181,2022-03-09 10:42:12.878428,2,202.0,4.065818042401185,3.052328328150036
182,2022-03-09 10:42:16.196421,1,100.0,3.562762223236905,3.428224663030134
183,2022-03-09 10:42:19.389425,2,257.0,4.482042501164395,2.7606962332124745
184,2022-03-09 10:42:22.705420,2,428.0,3.1786379546648935,2.888499801293829
185,2022-03-09 10:42:26.167422,2,173.0,1.1300454790154744,3.071534671513284
186,2022-03-09 10:42:29.949420,2,120.0,4.420716164308023,3.326386880332165
187,2022-03-09 10:42:33.560469,1,288.0,3.363428924547074,3.539054996500944
188,2022-03-09 10:42:36.879421,2,133.0,0.9920744004940767,2.9110891421466665
189,2022-03-09 10:42:40.300507,2,144.0,1.335150071135426,3.0799394798654234
190,2022-03-09 10:42:43.640505,0,273.0,2.607168247695707,2.208926482999967
191,2022-03-09 10:42:46.931503,2,143.0,1.789389641145764,2.793540020121908
192,2022-03-09 10:42:50.177504,2,254.0,2.496258006153159,3.094265431221249
193,2022-03-09 10:42:53.490575,1,134.0,1.5477691941289988,3.6112894915867266
194,2022-03-09 10:42:56.913107,1,381.0,1.1074418010213378,3.2854306901690284
195,2022-03-09 10:43:00.175663,0,235.0,1.4979623555971493,2.4520128123171467
196,2022-03-09 10:43:03.445674,2,209.0,1.5345208561949448,3.0021343872966284
197,2022-03-09 10:43:06.853666,2,385.0,1.3484035921223656,3.044271340123334
198,2022-03-09 10:43:10.121729,2,379.0,1.235727496994854,3.239850389992906
199,2022-03-09 10:43:13.391342,1,395.0,1.413970733226054,3.5478504118034233
